"","NAME","SIGNIFICANT","SERIOUS","SYSTEM_TYPE","FATAL","INJURE","TOTAL_COST_CURRENT","MAP_CAUSE","year","CoF"
"3092","KINDER MORGAN TEJAS PIPELINE","NO","NO","GT (Gas Transmission)",0,0,"62525.6534210374","EXCAVATION DAMAGE",2018,62526
"3093","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"22281.061675765","MATERIAL/WELD/EQUIP FAILURE",2018,22281
"3094","TRANSCONTINENTAL GAS PIPE LINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"172075.165260444","MATERIAL/WELD/EQUIP FAILURE",2018,172075
"3095","EL PASO NATURAL GAS CO","YES","YES","GT (Gas Transmission)",1,4,"98217.618075783","OTHER OUTSIDE FORCE DAMAGE",2018,23431551
"3096","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"52053.4904805077","ALL OTHER CAUSES",2018,52053
"3097","NORTHERN NATURAL GAS CO","YES","NO","UNGS (Underground Natural Gas Storage)",0,0,"113364.768162908","OTHER OUTSIDE FORCE DAMAGE",2018,113365
"3098","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","NO","GT (Gas Transmission)",0,0,"431579.793522502","MATERIAL/WELD/EQUIP FAILURE",2018,431580
"3099","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"308292.232058882","EXCAVATION DAMAGE",2017,308292
"3100","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"14960.0298991146","MATERIAL/WELD/EQUIP FAILURE",2018,14960
"3101","HARDEE POWER PARTNERS LTD","NO","NO","GT (Gas Transmission)",0,0,"3123.20942883046","ALL OTHER CAUSES",2018,3123
"3102","SEA ROBIN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"318267.646171949","CORROSION",2018,318268
"3103","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"180349.495775544","MATERIAL/WELD/EQUIP FAILURE",2018,180349
"3104","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"10170.2082328659","MATERIAL/WELD/EQUIP FAILURE",2018,10170
"3105","GREYLOCK MIDSTREAM, LLC","NO","NO","GT (Gas Transmission)",0,0,"6009.53191489362","MATERIAL/WELD/EQUIP FAILURE",2018,6010
"3106","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"128981.311107039","MATERIAL/WELD/EQUIP FAILURE",2018,128981
"3107","CONSUMERS ENERGY CO","YES","NO","GT (Gas Transmission)",0,0,"2797985.67407457","MATERIAL/WELD/EQUIP FAILURE",2018,2797986
"3108","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"39914.855391164","MATERIAL/WELD/EQUIP FAILURE",2018,39915
"3109","EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"18209.6382978723","MATERIAL/WELD/EQUIP FAILURE",2018,18210
"3110","ENERGY TRANSFER COMPANY","YES","NO","GG (Gas Gathering)",0,0,"7276095.19090167","NATURAL FORCE DAMAGE",2018,7276095
"3111","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"9848.45969406454","MATERIAL/WELD/EQUIP FAILURE",2018,9848
"3112","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"8638.25181484411","MATERIAL/WELD/EQUIP FAILURE",2018,8638
"3113","COLUMBIA GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"10944.5177304965","MATERIAL/WELD/EQUIP FAILURE",2018,10945
"3114","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"4023728.89647448","NATURAL FORCE DAMAGE",2018,4023729
"3115","SABAL TRAIL TRANSMISSION, LLC (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"71348.0197932139","NATURAL FORCE DAMAGE",2018,71348
"3116","ENERGY TRANSFER COMPANY","YES","YES","GT (Gas Transmission)",0,1,"1561.60471441523","MATERIAL/WELD/EQUIP FAILURE",2018,3334895
"3117","CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS","YES","NO","GT (Gas Transmission)",0,0,"113796.612991005","NATURAL FORCE DAMAGE",2018,113797
"3118","TRANSCONTINENTAL GAS PIPE LINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"241049.303717135","INCORRECT OPERATION",2018,241049
"3119","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"151996.192203082","NATURAL FORCE DAMAGE",2018,151996
"3120","ENABLE GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"14511.9268532629","MATERIAL/WELD/EQUIP FAILURE",2018,14512
"3121","ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"52404.326527909","EXCAVATION DAMAGE",2018,52404
"3122","CHEVRON PIPE LINE CO","YES","NO","GT (Gas Transmission)",0,0,"447977.66151566","OTHER OUTSIDE FORCE DAMAGE",2018,447978
"3123","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"2347763.56260875","EXCAVATION DAMAGE",2018,2347764
"3124","ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"110766.862026838","EXCAVATION DAMAGE",2018,110767
"3125","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"378149.312858548","CORROSION",2018,378149
"3126","ENERGY TRANSFER COMPANY","YES","NO","GT (Gas Transmission)",0,0,"916229.658076297","CORROSION",2018,916230
"3127","TRANSCONTINENTAL GAS PIPE LINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"260267.452402538","MATERIAL/WELD/EQUIP FAILURE",2018,260267
"3128","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"105773.661452004","MATERIAL/WELD/EQUIP FAILURE",2018,105774
"3129","DTE GAS COMPANY","NO","NO","GT (Gas Transmission)",0,0,"22804.0810040959","MATERIAL/WELD/EQUIP FAILURE",2018,22804
"3130","MELISSA RENEWABLES","NO","NO","GT (Gas Transmission)",0,0,"77756.038863705","EXCAVATION DAMAGE",2018,77756
"3131","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","NO","GT (Gas Transmission)",0,0,"684670.03102435","OTHER OUTSIDE FORCE DAMAGE",2018,684670
"3132","ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"14251.6218887239","MATERIAL/WELD/EQUIP FAILURE",2018,14252
"3133","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"168654.209866065","MATERIAL/WELD/EQUIP FAILURE",2018,168654
"3134","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"31359.392630029","NATURAL FORCE DAMAGE",2018,31359
"3135","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"133298.966776618","EXCAVATION DAMAGE",2018,133299
"3136","DOMINION ENERGY QUESTAR PIPELINE, LLC","YES","NO","GT (Gas Transmission)",0,0,"631894.388972049","CORROSION",2018,631894
"3137","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"560023.62172669","MATERIAL/WELD/EQUIP FAILURE",2018,560024
"3138","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","NO","GT (Gas Transmission)",0,0,"90413.1914893617","MATERIAL/WELD/EQUIP FAILURE",2018,90413
"3139","COLORADO INTERSTATE GAS CO","NO","NO","GT (Gas Transmission)",0,0,"63561.1834969747","EXCAVATION DAMAGE",2018,63561
"3140","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"90322.7452788334","MATERIAL/WELD/EQUIP FAILURE",2018,90323
"3141","NATIONAL FUEL GAS SUPPLY CORP","NO","NO","GT (Gas Transmission)",0,0,"16805.8080798339","MATERIAL/WELD/EQUIP FAILURE",2018,16806
"3142","CONSUMERS ENERGY CO","NO","NO","GT (Gas Transmission)",0,0,"17071.0031410145","MATERIAL/WELD/EQUIP FAILURE",2018,17071
"3143","ATMOS ENERGY CORPORATION - MID-TEX","NO","NO","GT (Gas Transmission)",0,0,"92926.3835857076","EXCAVATION DAMAGE",2018,92926
"3144","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"18184.0056390373","MATERIAL/WELD/EQUIP FAILURE",2018,18184
"3145","ALGONQUIN GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"206960.326972216","INCORRECT OPERATION",2018,206960
"3146","EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"3255954.14981064","MATERIAL/WELD/EQUIP FAILURE",2018,3255954
"3147","UGI PENN NATURAL GAS","NO","NO","GT (Gas Transmission)",0,0,"38359.6298296715","MATERIAL/WELD/EQUIP FAILURE",2018,38360
"3148","ENABLE GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"177733.059123088","NATURAL FORCE DAMAGE",2018,177733
"3149","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"48382","MATERIAL/WELD/EQUIP FAILURE",2019,48382
"3150","COLUMBIA GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"17439","MATERIAL/WELD/EQUIP FAILURE",2019,17439
"3151","COLUMBIA GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"18380","MATERIAL/WELD/EQUIP FAILURE",2019,18380
"3152","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"26273.6196907766","ALL OTHER CAUSES",2019,26274
"3153","DTE GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"58970.1617638549","MATERIAL/WELD/EQUIP FAILURE",2018,58970
"3154","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"255577.725430958","NATURAL FORCE DAMAGE",2019,255578
"3155","ENABLE GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"184743.859960903","MATERIAL/WELD/EQUIP FAILURE",2019,184744
"3156","COLORADO INTERSTATE GAS CO","NO","NO","GT (Gas Transmission)",0,0,"18186.0169717434","MATERIAL/WELD/EQUIP FAILURE",2019,18186
"3157","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"48712.1912208992","MATERIAL/WELD/EQUIP FAILURE",2019,48712
"3158","EQUITRANS MIDSTREAM CORPORATION","YES","NO","GT (Gas Transmission)",0,0,"86696.0735738404","NATURAL FORCE DAMAGE",2019,86696
"3159","CONSUMERS ENERGY CO","YES","NO","GT (Gas Transmission)",0,0,"103290.190510041","MATERIAL/WELD/EQUIP FAILURE",2019,103290
"3160","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","YES","GT (Gas Transmission)",0,2,"21719117.834992","NATURAL FORCE DAMAGE",2019,28385785
"3161","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"117860.633907944","MATERIAL/WELD/EQUIP FAILURE",2019,117861
"3162","CONSUMERS ENERGY CO","YES","NO","GT (Gas Transmission)",0,0,"17873346.1573663","MATERIAL/WELD/EQUIP FAILURE",2019,17873346
"3163","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"150816.278656478","NATURAL FORCE DAMAGE",2019,150816
"3164","MIDWESTERN GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"12635.0696641194","INCORRECT OPERATION",2019,12635
"3165","ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"29202.3483205971","MATERIAL/WELD/EQUIP FAILURE",2019,29202
"3166","OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.","YES","NO","GT (Gas Transmission)",0,0,"375387.720988093","INCORRECT OPERATION",2019,375388
"3167","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"12354.7579527279","MATERIAL/WELD/EQUIP FAILURE",2019,12355
"3168","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"135694.062111249","MATERIAL/WELD/EQUIP FAILURE",2019,135694
"3169","INDIANA GAS CO INC","YES","NO","GT (Gas Transmission)",0,0,"52086.2089923583","MATERIAL/WELD/EQUIP FAILURE",2019,52086
"3170","TRANSCONTINENTAL GAS PIPE LINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"294158.851075173","MATERIAL/WELD/EQUIP FAILURE",2019,294159
"3171","CONSUMERS ENERGY CO","NO","NO","GT (Gas Transmission)",0,0,"38797.8187311178","MATERIAL/WELD/EQUIP FAILURE",2019,38798
"3172","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"141735.963923938","MATERIAL/WELD/EQUIP FAILURE",2019,141736
"3173","NORTHWEST PIPELINE LLC","NO","NO","GT (Gas Transmission)",0,0,"54078.1126710503","MATERIAL/WELD/EQUIP FAILURE",2019,54078
"3174","EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"595.017416029856","OTHER OUTSIDE FORCE DAMAGE",2019,595
"3175","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","NO","NO","GT (Gas Transmission)",0,0,"13742.2383152657","NATURAL FORCE DAMAGE",2019,13742
"3176","ENLINK LBU-GAS&LIQUIDS","YES","NO","GT (Gas Transmission)",0,0,"134649.184734317","CORROSION",2019,134649
"3177","ENABLE GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"29101.7416029856","MATERIAL/WELD/EQUIP FAILURE",2019,29102
"3178","SABAL TRAIL TRANSMISSION, LLC (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"59458","MATERIAL/WELD/EQUIP FAILURE",2019,59458
"3179","PANHANDLE EASTERN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"1526804.42971388","MATERIAL/WELD/EQUIP FAILURE",2019,1526804
"3180","HIGH POINT GAS GATHERING, LLC","YES","NO","GG (Gas Gathering)",0,0,"817075.13666252","MATERIAL/WELD/EQUIP FAILURE",2019,817075
"3181","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"236224.884485516","MATERIAL/WELD/EQUIP FAILURE",2019,236225
"3182","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"254838.315265683","NATURAL FORCE DAMAGE",2019,254838
"3183","KINDER MORGAN TEJAS PIPELINE","NO","NO","GT (Gas Transmission)",0,0,"22497.6124044784","MATERIAL/WELD/EQUIP FAILURE",2019,22498
"3184","ONEOK GAS TRANSPORTATION, LLC","NO","NO","GT (Gas Transmission)",0,0,"19537","MATERIAL/WELD/EQUIP FAILURE",2019,19537
"3185","ONEOK GAS TRANSPORTATION, LLC","NO","NO","GT (Gas Transmission)",0,0,"62408.8992358273","EXCAVATION DAMAGE",2019,62409
"3186","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"22379.4179847165","MATERIAL/WELD/EQUIP FAILURE",2019,22379
"3187","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"267543.956904212","EXCAVATION DAMAGE",2019,267544
"3188","SPIRE MISSOURI INC. EAST","NO","NO","GT (Gas Transmission)",0,0,"64063.3047805225","OTHER OUTSIDE FORCE DAMAGE",2019,64063
"3189","DCP MIDSTREAM","YES","NO","GG (Gas Gathering)",0,0,"389164.826905989","OTHER OUTSIDE FORCE DAMAGE",2019,389165
"3190","TRANSCONTINENTAL GAS PIPE LINE COMPANY","YES","NO","GG (Gas Gathering)",0,0,"359658.303803092","CORROSION",2019,359658
"3191","ENERGY TRANSFER COMPANY","NO","NO","GT (Gas Transmission)",0,0,"20101.7416029856","MATERIAL/WELD/EQUIP FAILURE",2019,20102
"3192","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"847111.771725609","CORROSION",2019,847112
"3193","CITGO REFINING & CHEMICAL CO. L.P.","YES","NO","GT (Gas Transmission)",0,0,"2189849.43706076","CORROSION",2018,2189849
"3194","EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"8740.34832059712","MATERIAL/WELD/EQUIP FAILURE",2019,8740
"3195","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"205885.358006042","MATERIAL/WELD/EQUIP FAILURE",2019,205885
"3196","ROCKY MOUNTAIN NATURAL GAS LLC","YES","NO","UNGS (Underground Natural Gas Storage)",0,0,"862173.923938155","MATERIAL/WELD/EQUIP FAILURE",2019,862174
"3197","TEXAS GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"76999.5656655411","MATERIAL/WELD/EQUIP FAILURE",2019,77000
"3198","KINDER MORGAN TEJAS PIPELINE","NO","NO","GT (Gas Transmission)",0,0,"29552.2219655234","MATERIAL/WELD/EQUIP FAILURE",2019,29552
"3199","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"8374","INCORRECT OPERATION",2019,8374
"3200","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"8876","INCORRECT OPERATION",2019,8876
"3201","ATMOS ENERGY CORPORATION - MID-TEX","YES","NO","GT (Gas Transmission)",0,0,"356211.773236183","EXCAVATION DAMAGE",2019,356212
"3202","HILCORP ALASKA, LLC","YES","NO","GT (Gas Transmission)",0,0,"1530572.48089568","CORROSION",2019,1530572
"3203","LINDE","YES","NO","GT (Gas Transmission)",0,0,"511139.924382442","NATURAL FORCE DAMAGE",2019,511140
"3204","ENABLE GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"5094054.59774303","MATERIAL/WELD/EQUIP FAILURE",2019,5094055
"3205","COLORADO INTERSTATE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"109769.492091701","OTHER OUTSIDE FORCE DAMAGE",2019,109769
"3206","GULF SOUTH PIPELINE COMPANY, LP","NO","NO","GT (Gas Transmission)",0,0,"56119.1576328417","CORROSION",2019,56119
"3207","PANHANDLE EASTERN PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"8399.19468633375","MATERIAL/WELD/EQUIP FAILURE",2019,8399
"3208","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"54167.0504709437","INCORRECT OPERATION",2019,54167
"3209","ONEOK WESTEX TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"14269","MATERIAL/WELD/EQUIP FAILURE",2019,14269
"3210","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"16362.3483205971","MATERIAL/WELD/EQUIP FAILURE",2019,16362
"3211","COLUMBIA GAS TRANSMISSION, LLC","YES","YES","GG (Gas Gathering)",0,1,"1842165.34334459","CORROSION",2019,5175499
"3212","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"137600.070019549","MATERIAL/WELD/EQUIP FAILURE",2019,137600
"3213","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"623654.466411942","INCORRECT OPERATION",2019,623654
"3214","DOMINION ENERGY OHIO","YES","NO","UNGS (Underground Natural Gas Storage)",0,0,"256118.611604763","OTHER OUTSIDE FORCE DAMAGE",2019,256119
"3215","DOMINION ENERGY OHIO","NO","NO","GT (Gas Transmission)",0,0,"67835.5005626177","EXCAVATION DAMAGE",2018,67836
"3216","TEXAS GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"1481877.34201173","ALL OTHER CAUSES",2019,1481877
"3217","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"69357.121912209","MATERIAL/WELD/EQUIP FAILURE",2019,69357
"3218","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"306944.496179136","CORROSION",2019,306944
"3219","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"16350.8708014928","MATERIAL/WELD/EQUIP FAILURE",2019,16351
"3220","ATMOS PIPELINE - TEXAS","NO","NO","GT (Gas Transmission)",0,0,"97604.264617025","OTHER OUTSIDE FORCE DAMAGE",2019,97604
"3221","MIDCOAST PIPELINES (EAST TEXAS), L.P.","NO","NO","GT (Gas Transmission)",0,0,"45027.4027901191","MATERIAL/WELD/EQUIP FAILURE",2019,45027
"3222","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","NO","NO","GT (Gas Transmission)",0,0,"8413","NATURAL FORCE DAMAGE",2019,8413
"3223","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"19022.6626977075","INCORRECT OPERATION",2019,19023
"3224","DTE GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"193186.051270659","CORROSION",2019,193186
"3225","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"347554.082637285","MATERIAL/WELD/EQUIP FAILURE",2019,347554
"3226","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"38773.6127599076","MATERIAL/WELD/EQUIP FAILURE",2019,38774
"3227","ENABLE GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"165317.362715479","MATERIAL/WELD/EQUIP FAILURE",2019,165317
"3228","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"307546.472365381","MATERIAL/WELD/EQUIP FAILURE",2019,307546
"3229","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"319183.813488537","EXCAVATION DAMAGE",2019,319184
"3230","GENESIS OFFSHORE HOLDINGS, LLC","YES","NO","GG (Gas Gathering)",0,0,"1032366.32059712","CORROSION",2019,1032366
"3231","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"9267.20899235827","MATERIAL/WELD/EQUIP FAILURE",2019,9267
"3232","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"535751.212013506","CORROSION",2019,535751
"3233","MIDCOAST GATHERING (NORTH TEXAS) L.P.","NO","NO","GG (Gas Gathering)",0,0,"16119.2410698418","INCORRECT OPERATION",2019,16119
"3234","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"558686.90901013","MATERIAL/WELD/EQUIP FAILURE",2019,558687
"3235","BEAR CREEK STORAGE CO","NO","NO","GT (Gas Transmission)",0,0,"93727.6445708193","CORROSION",2019,93728
"3236","ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"332264.39488182","MATERIAL/WELD/EQUIP FAILURE",2019,332264
"3237","TRANSCONTINENTAL GAS PIPE LINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"53346.1741602986","MATERIAL/WELD/EQUIP FAILURE",2019,53346
"3238","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"523421.642971388","MATERIAL/WELD/EQUIP FAILURE",2019,523422
"3239","ENERGY TRANSFER COMPANY","NO","NO","GT (Gas Transmission)",0,0,"48246.1969077661","EXCAVATION DAMAGE",2019,48246
"3240","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"10268.5765949884","MATERIAL/WELD/EQUIP FAILURE",2019,10269
"3241","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","YES","GT (Gas Transmission)",1,6,"19877251.0975653","ALL OTHER CAUSES",2019,49877251
"3242","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"21303.0696641194","MATERIAL/WELD/EQUIP FAILURE",2019,21303
"3243","NORTHERN ILLINOIS GAS CO","YES","NO","GT (Gas Transmission)",0,0,"458022.720899236","EXCAVATION DAMAGE",2019,458023
"3244","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"295182.134441088","CORROSION",2019,295182
"3245","ENLINK LBU-GAS&LIQUIDS","YES","NO","GT (Gas Transmission)",0,0,"386851.060067532","CORROSION",2019,386851
"3246","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"378789.937711036","MATERIAL/WELD/EQUIP FAILURE",2019,378790
"3247","NORTHWEST PIPELINE LLC","NO","NO","GT (Gas Transmission)",0,0,"10206.243824418","MATERIAL/WELD/EQUIP FAILURE",2019,10206
"3248","ONEOK GAS TRANSPORTATION, LLC","YES","NO","GT (Gas Transmission)",0,0,"97238.6835791719","EXCAVATION DAMAGE",2019,97239
"3249","ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"510179.262040164","ALL OTHER CAUSES",2019,510179
"3250","SEA ROBIN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"477523.014039453","CORROSION",2019,477523
"3251","GENESIS OFFSHORE HOLDINGS, LLC","YES","NO","GG (Gas Gathering)",0,0,"726243.824417985","CORROSION",2019,726244
"3252","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"174339.840145726","MATERIAL/WELD/EQUIP FAILURE",2019,174340
"3253","BEAR CREEK STORAGE CO","YES","NO","GT (Gas Transmission)",0,0,"224014.044784077","CORROSION",2019,224014
"3254","SEA ROBIN PIPELINE CO","YES","NO","GG (Gas Gathering)",0,0,"247574.401901546","CORROSION",2019,247574
"3255","ONEOK WESTEX TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"10617302.8133108","MATERIAL/WELD/EQUIP FAILURE",2019,10617303
"3256","TRUNKLINE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"86156.0449617914","MATERIAL/WELD/EQUIP FAILURE",2019,86156
"3257","GULF SOUTH PIPELINE COMPANY, LP","YES","NO","GT (Gas Transmission)",0,0,"135514.666874","MATERIAL/WELD/EQUIP FAILURE",2019,135515
"3258","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"66475.6930869024","MATERIAL/WELD/EQUIP FAILURE",2019,66476
"3259","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"66475.6930869024","MATERIAL/WELD/EQUIP FAILURE",2019,66476
"3260","PAIUTE PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"103646.247645282","OTHER OUTSIDE FORCE DAMAGE",2019,103646
